时间戳记,"1. How often do you use facial skincare products (e.g., moisturizer, serum, cleanser)?",2. Which of the following skincare product categories do you regularly use? (Select all that apply),3. Where do you typically get information about skincare products before purchasing? (Select all that apply),"1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Factor]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Brand Reputation]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Price/Value for Money]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Specific Ingredients / Efficacy]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Product Reviews & Recommendations]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Packaging Design (whether Eco-friendly / Sustainable)]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [""Clean"" / Non-Toxic Formula]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Brand's Ethical Values (e.g., cruelty-free, carbon-neutral)]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Prior Experience (with sample products, etc.)]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Origin]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Marketing Frequency]",2. Trusted sources of information on skin-care products,3. Which best describes your current skincare spending per month?,4.  Channels of purchases,5. What behavioral factors do you think are necessary for healthy skin?,6. Do you regularly repurchase or use products from a particular brand?,7. Do you regularly repurchase or use a particular product with a specific function?,1. What is your gender?,2. What is the highest level of education you have completed?,3. In which region do you currently reside?,4.  Satisfaction with skin health,5. How old are you?,6. What is your profession?,7. What is your skin type?,8. Have you ever experienced side effects from skincare products?,9. How much psychological stress do you think you are under?,10. Do you consider your current lifestyle and habits to be healthy?
2026-3-23 下午02:34:52,Rarely or never,Cleanser,Brand websites,4,1,5,3,3,2,5,4,3,3,4,"Dermatologists, Pharmacists",Less than 100 (RMB/HKD),Large grocery store chains,"Get complete sleep, Abstain from smoking and drinking, Take vitamins",No,No,Male,Bachelor's Degree,Hong Kong / Macao,7,26 - 35,Office worker,the mixed type,Maybe,7,5
2026-3-23 下午02:34:54,Rarely or never,Cleanser,Recommendations from friends/family,4,1,5,4,3,1,4,3,5,2,1,"Dermatologists, Pharmacists",Less than 100 (RMB/HKD),Large grocery store chains,"Apply sunblock product, Take vitamins",No,No,Male,Master's Degree or higher,Hong Kong / Macao,8,19 - 25,Student,Oily,No,4,4
2026-3-23 下午02:34:55,Daily,"Cleanser, Moisturizer, Sunscreen","Brand websites, Online reviews (e.g., Amazon, Sephora)",2,2,4,5,2,4,5,4,5,2,1,"Dermatologists, Pharmacists",100 - 200 (RMB/HKD),Large grocery store chains,"Drink enough water, Get complete sleep, Apply sunblock product",Yes,No,Male,High School or equivalent,Hong Kong / Macao,3,15 - 18,Student,the mixed type,No,5,5
2026-3-23 下午02:34:57,Rarely or never,Cleanser,Beauty blogs or magazines,3,1,5,3,2,1,4,4,5,4,4,"Sales Representatives, Pharmacists",Less than 100 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply moisturizers",No,No,Male,Other,Hong Kong / Macao,8,36 - 45,Office worker,the mixed type,Yes,8,5
2026-3-23 下午02:34:59,4-6 times a week,"Cleanser, Toner","Brand websites, Online reviews (e.g., Amazon, Sephora), Beauty blogs or magazines",2,2,5,5,5,4,2,3,4,2,2,"Dermatologists, Pharmacists",Less than 100 (RMB/HKD),Online shopping sites,"Get complete sleep, Apply sunblock product, Apply moisturizers",No,Yes,Female,Master's Degree or higher,Hong Kong / Macao,7,26 - 35,Office worker,Dry,No,6,4
2026-3-23 下午02:35:01,Daily,"Cleanser, Moisturizer, Serum, Face Oil, Sunscreen",In-store consultations,2,3,4,5,5,4,4,2,5,3,1,Online Reviews,200 - 500 (RMB/HKD),Department stores,"Get complete sleep, Abstain from smoking and drinking",No,Yes,Female,Master's Degree or higher,Hong Kong / Macao,10,26 - 35,Office worker,Sensitive,No,5,7
2026-3-23 下午02:35:02,4-6 times a week,"Cleanser, Moisturizer, Serum","Social media (e.g., Instagram, TikTok, YouTube), Beauty blogs or magazines, Dermatologist or aesthetician recommendations",4,5,2,5,5,4,5,3,3,4,1,Online Reviews,more than 500 (RMB/HKD),Department stores,Take vitamins,No,Yes,Female,Master's Degree or higher,America,7,19 - 25,Student,Dry,No,5,8
2026-3-23 下午02:35:03,2-3 times a week,Cleanser,Recommendations from friends/family,3,2,5,3,3,2,4,3,4,2,3,Sales Representatives,Less than 100 (RMB/HKD),Online shopping sites,"Drink enough water, Take vitamins, Apply moisturizers",No,Yes,Male,Other,Hong Kong / Macao,8,26 - 35,Office worker,the mixed type,Maybe,4,6
2026-3-23 下午02:35:05,Rarely or never,Cleanser,In-store consultations,4,2,5,3,2,1,2,2,5,4,2,Dermatologists,Less than 100 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply sunblock product",Yes,No,Male,Master's Degree or higher,America,7,26 - 35,Technology Industry,Sensitive,Maybe,3,6
2026-3-23 下午02:35:06,4-6 times a week,"Moisturizer, Serum, Sunscreen, Eye Cream",Brand websites,3,2,4,5,4,4,3,3,4,2,4,Sales Representatives,100 - 200 (RMB/HKD),Large grocery store chains,Abstain from smoking and drinking,Yes,Yes,Female,Master's Degree or higher,Hong Kong / Macao,8,26 - 35,Unemployed,Oily,Maybe,7,7
2026-3-23 下午02:35:07,Daily,"Cleanser, Moisturizer, Face Oil, Eye Cream","Social media (e.g., Instagram, TikTok, YouTube), Beauty blogs or magazines",3,2,3,4,5,3,3,4,4,2,2,"Dermatologists, Sales Representatives",100 - 200 (RMB/HKD),Online shopping sites,Drink enough water,No,No,Female,Bachelor's Degree,Hong Kong / Macao,9,26 - 35,Office worker,Sensitive,Yes,6,5
2026-3-23 下午02:35:08,4-6 times a week,"Cleanser, Moisturizer, Toner",In-store consultations,1,3,3,4,2,5,5,3,4,3,1,Online Reviews,100 - 200 (RMB/HKD),Large grocery store chains,Take vitamins,No,No,Male,Other,Hong Kong / Macao,7,26 - 35,Office worker,Oily,No,6,5
2026-3-23 下午02:35:11,Daily,"Cleanser, Moisturizer, Serum, Sunscreen","Brand websites, Beauty blogs or magazines, In-store consultations",2,2,4,4,4,4,3,3,3,2,4,Online Reviews,100 - 200 (RMB/HKD),Online shopping sites,"Drink enough water, Get complete sleep, Apply moisturizers",Yes,Yes,Female,Master's Degree or higher,Hong Kong / Macao,7,Over 60 years old,Unemployed,Oily,Maybe,7,5
2026-3-23 下午02:35:11,2-3 times a week,Cleanser,"Online reviews (e.g., Amazon, Sephora), Recommendations from friends/family",1,2,5,4,3,2,3,4,3,3,2,Online Reviews,Less than 100 (RMB/HKD),Online shopping sites,Drink enough water,Yes,Yes,Male,Other,Hong Kong / Macao,7,26 - 35,Office worker,Dry,No,3,3
2026-3-23 下午02:35:15,Daily,"Cleanser, Serum, Exfoliator (AHA/BHA)",Recommendations from friends/family,2,4,3,4,5,3,3,2,4,4,1,"Friends and Acquaintances, Pharmacists",200 - 500 (RMB/HKD),Department stores,"Drink enough water, Apply moisturizers",Yes,No,Female,Master's Degree or higher,Hong Kong / Macao,8,26 - 35,Office worker,the mixed type,Yes,7,4
2026-3-23 下午02:35:15,2-3 times a week,Cleanser,"Online reviews (e.g., Amazon, Sephora), Beauty blogs or magazines, In-store consultations",4,1,5,3,2,1,2,3,5,2,4,Dermatologists,Less than 100 (RMB/HKD),Online shopping sites,"Drink enough water, Apply moisturizers",No,Yes,Male,Bachelor's Degree,Hong Kong / Macao,5,36 - 45,Office worker,Dry,Yes,5,7
2026-3-23 下午02:35:17,2-3 times a week,Cleanser,"Brand websites, Online reviews (e.g., Amazon, Sephora), In-store consultations",4,1,5,3,3,1,3,3,3,2,1,"Sales Representatives, Pharmacists",Less than 100 (RMB/HKD),Large grocery store chains,"Apply sunblock product, Apply moisturizers",Yes,Yes,Male,Master's Degree or higher,Hong Kong / Macao,8,26 - 35,Self-employed,the mixed type,No,6,5
2026-3-23 下午02:35:18,2-3 times a week,Cleanser,Recommendations from friends/family,1,1,5,4,2,1,4,4,4,4,2,"Dermatologists, Pharmacists",Less than 100 (RMB/HKD),Large grocery store chains,"Drink enough water, Get complete sleep, Apply moisturizers",Yes,Yes,Male,Other,Hong Kong / Macao,9,26 - 35,Office worker,the mixed type,Yes,7,6
2026-3-23 下午02:35:19,4-6 times a week,"Cleanser, Moisturizer, Sunscreen","Social media (e.g., Instagram, TikTok, YouTube), Recommendations from friends/family",2,4,2,5,2,4,3,2,3,3,3,"Dermatologists, Friends and Acquaintances",100 - 200 (RMB/HKD),Large grocery store chains,Drink enough water,Yes,No,Male,Bachelor's Degree,Hong Kong / Macao,6,36 - 45,Office worker,the mixed type,No,4,5
2026-3-23 下午02:35:20,Daily,"Cleanser, Sunscreen, Eye Cream",Dermatologist or aesthetician recommendations,2,4,4,4,2,1,5,2,3,2,2,"Online Reviews, Pharmacists",200 - 500 (RMB/HKD),Online shopping sites,Get complete sleep,No,No,Female,Master's Degree or higher,Hong Kong / Macao,7,36 - 45,Office worker,Dry,Yes,7,7
2026-3-23 下午02:35:22,4-6 times a week,"Cleanser, Moisturizer, Serum, Toner, Exfoliator (AHA/BHA)","Beauty blogs or magazines, Dermatologist or aesthetician recommendations",4,4,2,5,4,3,2,3,4,4,3,Dermatologists,more than 500 (RMB/HKD),Online shopping sites,Drink enough water,No,No,Female,Master's Degree or higher,Hong Kong / Macao,5,36 - 45,Office worker,Dry,Yes,4,6
2026-3-23 下午02:35:23,Daily,"Moisturizer, Serum, Face Oil, Eye Cream",Recommendations from friends/family,5,2,2,5,4,3,4,4,5,2,4,Online Reviews,200 - 500 (RMB/HKD),Department stores,Get complete sleep,Yes,Yes,Female,Other,Hong Kong / Macao,4,26 - 35,Technology Industry,Oily,No,6,6
2026-3-23 下午02:35:25,4-6 times a week,"Cleanser, Moisturizer, Serum, Toner","Brand websites, Online reviews (e.g., Amazon, Sephora), Recommendations from friends/family",1,4,2,5,5,4,2,3,3,3,3,Sales Representatives,200 - 500 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Take vitamins",Yes,No,Female,Master's Degree or higher,Hong Kong / Macao,8,19 - 25,Student,Sensitive,Yes,6,3
2026-3-23 下午02:35:29,4-6 times a week,"Cleanser, Moisturizer, Serum, Face Oil, Sunscreen",Beauty blogs or magazines,2,4,2,5,4,3,4,3,3,4,3,"Friends and Acquaintances, Online Reviews",100 - 200 (RMB/HKD),Online shopping sites,Apply sunblock product,No,Yes,Female,Master's Degree or higher,Hong Kong / Macao,7,26 - 35,Office worker,Dry,Yes,5,6
2026-3-23 下午02:35:30,Daily,"Moisturizer, Toner, Eye Cream","In-store consultations, Dermatologist or aesthetician recommendations",5,2,3,4,4,4,4,2,3,4,2,Dermatologists,200 - 500 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply sunblock product, Apply moisturizers",Yes,Yes,Female,Other,Hong Kong / Macao,10,19 - 25,Student,Dry,Maybe,4,6
2026-3-23 下午02:35:32,4-6 times a week,"Cleanser, Moisturizer, Face Oil, Sunscreen, Eye Cream","Online reviews (e.g., Amazon, Sephora)",5,2,2,4,5,1,4,2,3,3,4,Pharmacists,200 - 500 (RMB/HKD),Online shopping sites,"Drink enough water, Get complete sleep, Take vitamins",No,No,Female,Bachelor's Degree,Hong Kong / Macao,8,19 - 25,Student,Sensitive,No,6,5
2026-3-23 下午02:35:35,Daily,"Cleanser, Moisturizer","Social media (e.g., Instagram, TikTok, YouTube), Online reviews (e.g., Amazon, Sephora), Dermatologist or aesthetician recommendations",4,1,5,4,4,5,4,3,4,2,1,Dermatologists,Less than 100 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply sunblock product",No,Yes,Female,Other,Other Asia country,7,36 - 45,Office worker,Oily,Yes,6,4
2026-3-23 下午02:35:37,4-6 times a week,"Cleanser, Toner","Social media (e.g., Instagram, TikTok, YouTube)",3,2,5,4,5,4,3,4,3,3,1,Online Reviews,Less than 100 (RMB/HKD),Large grocery store chains,Drink enough water,Yes,No,Female,Bachelor's Degree,America,6,19 - 25,Service Worker,Dry,No,6,5
2026-3-23 下午02:35:38,Daily,"Moisturizer, Serum, Toner, Eye Cream","Recommendations from friends/family, Dermatologist or aesthetician recommendations",3,4,4,4,4,5,3,4,4,2,3,"Dermatologists, Pharmacists",100 - 200 (RMB/HKD),Large grocery store chains,"Abstain from smoking and drinking, Take vitamins",Yes,Yes,Female,Other,Hong Kong / Macao,4,19 - 25,Student,Oily,Maybe,6,3
2026-3-23 下午02:35:40,Rarely or never,Cleanser,"Brand websites, Online reviews (e.g., Amazon, Sephora)",4,2,5,3,3,1,2,2,4,2,1,"Dermatologists, Friends and Acquaintances",Less than 100 (RMB/HKD),Large grocery store chains,"Take vitamins, Apply moisturizers",Yes,Yes,Male,Master's Degree or higher,Hong Kong / Macao,6,26 - 35,Office worker,the mixed type,Yes,5,7
2026-3-23 下午02:35:42,2-3 times a week,Cleanser,Dermatologist or aesthetician recommendations,1,1,5,4,2,1,2,4,5,3,1,Sales Representatives,Less than 100 (RMB/HKD),Online shopping sites,Apply sunblock product,Yes,Yes,Male,Other,Hong Kong / Macao,6,45 - 60,Self-employed,Sensitive,Maybe,6,5
2026-3-23 下午02:35:43,Rarely or never,Cleanser,Brand websites,1,1,5,3,2,1,4,3,3,4,1,"Friends and Acquaintances, Pharmacists",Less than 100 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply moisturizers",No,No,Male,Bachelor's Degree,Hong Kong / Macao,5,Over 60 years old,Housewife,the mixed type,No,4,4
2026-3-23 下午02:35:46,Daily,"Cleanser, Moisturizer, Face Oil, Eye Cream, Exfoliator (AHA/BHA)","Brand websites, Dermatologist or aesthetician recommendations",3,3,2,4,4,5,3,3,3,4,2,Online Reviews,200 - 500 (RMB/HKD),Department stores,"Drink enough water, Apply sunblock product",No,Yes,Female,Bachelor's Degree,Hong Kong / Macao,7,36 - 45,Office worker,the mixed type,Yes,5,5
2026-3-23 下午02:35:47,4-6 times a week,"Face Oil, Sunscreen, Eye Cream","Social media (e.g., Instagram, TikTok, YouTube), Beauty blogs or magazines",4,2,4,5,5,3,4,3,4,4,4,Pharmacists,200 - 500 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply moisturizers",No,No,Female,Master's Degree or higher,Hong Kong / Macao,9,26 - 35,Office worker,Oily,No,7,4
2026-3-23 下午02:35:48,Rarely or never,Cleanser,"Online reviews (e.g., Amazon, Sephora), Recommendations from friends/family",5,2,5,3,2,2,5,3,4,4,2,"Dermatologists, Sales Representatives",Less than 100 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply sunblock product",Yes,Yes,Male,Other,Hong Kong / Macao,10,26 - 35,Office worker,Oily,Yes,4,5
2026-3-23 下午02:35:50,2-3 times a week,Cleanser,"Social media (e.g., Instagram, TikTok, YouTube)",2,2,5,3,3,1,5,3,4,2,2,"Friends and Acquaintances, Pharmacists",Less than 100 (RMB/HKD),Large grocery store chains,Drink enough water,No,No,Male,Bachelor's Degree,Hong Kong / Macao,9,36 - 45,Office worker,Sensitive,No,7,4
2026-3-23 下午02:35:50,4-6 times a week,"Moisturizer, Sunscreen, Eye Cream","Recommendations from friends/family, Dermatologist or aesthetician recommendations",3,2,2,5,5,2,4,4,5,2,2,Friends and Acquaintances,100 - 200 (RMB/HKD),Online shopping sites,"Drink enough water, Abstain from smoking and drinking, Apply moisturizers",No,Yes,Female,Other,Hong Kong / Macao,9,36 - 45,Office worker,Dry,No,6,6
2026-3-23 下午02:35:52,4-6 times a week,"Cleanser, Toner","Online reviews (e.g., Amazon, Sephora), Beauty blogs or magazines, Dermatologist or aesthetician recommendations",2,1,5,3,4,5,4,4,3,4,4,"Dermatologists, Online Reviews",Less than 100 (RMB/HKD),Online shopping sites,"Drink enough water, Abstain from smoking and drinking",No,Yes,Female,Other,Hong Kong / Macao,5,19 - 25,Student,Dry,Maybe,6,5
2026-3-23 下午02:35:54,Rarely or never,Cleanser,Beauty blogs or magazines,5,1,5,4,2,2,3,2,5,3,1,"Dermatologists, Pharmacists",Less than 100 (RMB/HKD),Online shopping sites,"Drink enough water, Get complete sleep, Apply moisturizers",No,Yes,Male,Master's Degree or higher,Hong Kong / Macao,5,26 - 35,Office worker,Sensitive,Maybe,7,7
2026-3-23 下午02:35:54,4-6 times a week,"Cleanser, Moisturizer, Serum, Sunscreen, Toner",Beauty blogs or magazines,5,3,4,4,5,4,4,3,3,4,4,"Dermatologists, Online Reviews",100 - 200 (RMB/HKD),Online shopping sites,"Apply sunblock product, Take vitamins, Apply moisturizers",No,Yes,Female,Other,Hong Kong / Macao,8,26 - 35,Office worker,Sensitive,Maybe,5,6
2026-3-23 下午02:35:57,Rarely or never,Cleanser,"Social media (e.g., Instagram, TikTok, YouTube), Online reviews (e.g., Amazon, Sephora)",1,2,5,4,2,1,4,2,5,4,3,Friends and Acquaintances,Less than 100 (RMB/HKD),Online shopping sites,"Drink enough water, Apply sunblock product, Take vitamins",Yes,No,Male,Other,Hong Kong / Macao,7,26 - 35,Office worker,Dry,Maybe,6,5
2026-3-23 下午02:35:59,Daily,Cleanser,"Online reviews (e.g., Amazon, Sephora)",4,2,5,4,5,4,5,2,3,3,3,"Dermatologists, Sales Representatives",Less than 100 (RMB/HKD),Large grocery store chains,"Apply sunblock product, Take vitamins",Yes,Yes,Female,Bachelor's Degree,Other,7,26 - 35,Office worker,Dry,No,8,6
2026-3-23 下午02:36:01,2-3 times a week,Cleanser,"Social media (e.g., Instagram, TikTok, YouTube), Online reviews (e.g., Amazon, Sephora)",5,1,5,3,2,2,3,4,3,4,3,Sales Representatives,Less than 100 (RMB/HKD),Large grocery store chains,Apply moisturizers,Yes,Yes,Male,Master's Degree or higher,Hong Kong / Macao,7,26 - 35,Office worker,Sensitive,Maybe,2,7
2026-3-23 下午02:36:04,4-6 times a week,"Moisturizer, Eye Cream, Exfoliator (AHA/BHA)","Brand websites, Social media (e.g., Instagram, TikTok, YouTube), In-store consultations",3,5,2,3,4,3,5,4,4,3,4,"Dermatologists, Friends and Acquaintances",more than 500 (RMB/HKD),Online shopping sites,"Get complete sleep, Apply sunblock product",No,Yes,Female,Bachelor's Degree,Hong Kong / Macao,6,36 - 45,Technology Industry,Oily,No,6,5
2026-3-23 下午02:36:04,4-6 times a week,"Cleanser, Moisturizer, Face Oil, Eye Cream, Exfoliator (AHA/BHA)",Beauty blogs or magazines,4,4,3,4,2,3,4,2,3,3,2,"Dermatologists, Online Reviews",more than 500 (RMB/HKD),Online shopping sites,"Drink enough water, Get complete sleep, Apply sunblock product",Yes,No,Female,Bachelor's Degree,Hong Kong / Macao,8,19 - 25,Service Worker,Dry,No,7,6
2026-3-23 下午02:36:07,4-6 times a week,"Cleanser, Serum, Face Oil","Social media (e.g., Instagram, TikTok, YouTube), Beauty blogs or magazines, Recommendations from friends/family",5,2,3,4,4,4,4,4,5,4,4,Online Reviews,200 - 500 (RMB/HKD),Online shopping sites,"Apply sunblock product, Apply moisturizers",No,No,Female,Bachelor's Degree,Hong Kong / Macao,6,26 - 35,Office worker,Sensitive,Yes,5,5
2026-3-23 下午02:36:07,4-6 times a week,"Cleanser, Moisturizer, Toner, Eye Cream, Exfoliator (AHA/BHA)",Recommendations from friends/family,4,2,4,4,5,5,4,4,5,4,3,"Sales Representatives, Online Reviews",200 - 500 (RMB/HKD),Department stores,"Drink enough water, Get complete sleep",Yes,Yes,Female,Other,Hong Kong / Macao,10,45 - 60,Unemployed,Dry,Yes,7,2
2026-3-23 下午02:36:10,Daily,"Cleanser, Serum, Face Oil","Online reviews (e.g., Amazon, Sephora), Dermatologist or aesthetician recommendations",5,4,3,4,4,5,4,2,5,3,1,Friends and Acquaintances,200 - 500 (RMB/HKD),Department stores,Get complete sleep,Yes,Yes,Female,Master's Degree or higher,Hong Kong / Macao,6,19 - 25,Unemployed,the mixed type,Yes,6,6
2026-3-23 下午02:36:11,Rarely or never,Cleanser,"Social media (e.g., Instagram, TikTok, YouTube), Beauty blogs or magazines",3,1,5,4,2,1,3,3,5,2,2,Online Reviews,Less than 100 (RMB/HKD),Large grocery store chains,"Get complete sleep, Apply sunblock product, Apply moisturizers",No,No,Male,Bachelor's Degree,Hong Kong / Macao,7,26 - 35,Office worker,Sensitive,Maybe,7,4
2026-3-23 下午02:36:14,2-3 times a week,Cleanser,Dermatologist or aesthetician recommendations,1,1,5,4,2,1,3,2,4,2,4,Online Reviews,Less than 100 (RMB/HKD),Large grocery store chains,"Abstain from smoking and drinking, Apply sunblock product, Apply moisturizers",Yes,No,Male,Bachelor's Degree,Hong Kong / Macao,5,45 - 60,Housewife,Sensitive,Yes,7,3
2026-3-23 下午02:36:15,4-6 times a week,"Cleanser, Serum, Toner","Online reviews (e.g., Amazon, Sephora)",1,2,2,4,5,5,2,2,5,2,2,"Sales Representatives, Pharmacists",200 - 500 (RMB/HKD),Department stores,Take vitamins,Yes,Yes,Female,Bachelor's Degree,Hong Kong / Macao,7,19 - 25,Student,the mixed type,Maybe,6,5
2026-3-23 下午02:36:17,Daily,"Cleanser, Moisturizer, Sunscreen, Toner, Eye Cream","Beauty blogs or magazines, Recommendations from friends/family, In-store consultations",2,3,2,4,5,4,3,4,5,4,4,"Dermatologists, Sales Representatives",200 - 500 (RMB/HKD),Department stores,"Abstain from smoking and drinking, Apply moisturizers",No,Yes,Female,High School or equivalent,Hong Kong / Macao,7,15 - 18,Student,Dry,Yes,5,6
2026-3-23 下午02:36:18,4-6 times a week,"Cleanser, Serum, Eye Cream, Exfoliator (AHA/BHA)","Social media (e.g., Instagram, TikTok, YouTube), Beauty blogs or magazines",3,4,2,4,4,3,3,2,4,4,4,Online Reviews,more than 500 (RMB/HKD),Online shopping sites,"Get complete sleep, Apply moisturizers",No,No,Female,Master's Degree or higher,Hong Kong / Macao,7,36 - 45,Office worker,Sensitive,Maybe,5,6
2026-3-23 下午02:36:20,4-6 times a week,"Cleanser, Moisturizer, Sunscreen","Brand websites, In-store consultations, Dermatologist or aesthetician recommendations",2,2,4,5,3,3,3,3,5,2,2,"Friends and Acquaintances, Online Reviews",100 - 200 (RMB/HKD),Online shopping sites,"Drink enough water, Abstain from smoking and drinking",Yes,No,Male,Bachelor's Degree,Hong Kong / Macao,5,26 - 35,Office worker,Dry,No,3,6
2026-3-23 下午02:36:20,2-3 times a week,Cleanser,"Online reviews (e.g., Amazon, Sephora)",1,1,5,3,2,2,4,3,3,3,1,Friends and Acquaintances,Less than 100 (RMB/HKD),Online shopping sites,"Get complete sleep, Abstain from smoking and drinking, Apply sunblock product",Yes,Yes,Male,Master's Degree or higher,Hong Kong / Macao,9,19 - 25,Student,Dry,Maybe,5,6
2026-3-23 下午02:36:24,Daily,"Moisturizer, Serum, Toner, Eye Cream","Online reviews (e.g., Amazon, Sephora), Dermatologist or aesthetician recommendations",2,3,3,5,5,3,5,4,3,2,3,"Dermatologists, Sales Representatives",200 - 500 (RMB/HKD),Department stores,"Abstain from smoking and drinking, Take vitamins, Apply moisturizers",No,Yes,Female,Bachelor's Degree,Hong Kong / Macao,4,26 - 35,Office worker,Dry,Yes,7,7
2026-3-23 下午02:36:29,4-6 times a week,"Moisturizer, Serum, Toner, Eye Cream","Beauty blogs or magazines, Dermatologist or aesthetician recommendations",5,4,2,5,5,3,3,3,5,4,2,Sales Representatives,100 - 200 (RMB/HKD),Online shopping sites,"Get complete sleep, Abstain from smoking and drinking",Yes,No,Female,High School or equivalent,Hong Kong / Macao,4,15 - 18,Student,the mixed type,Yes,5,6
2026-3-23 下午02:36:33,4-6 times a week,"Cleanser, Moisturizer, Toner","Online reviews (e.g., Amazon, Sephora), Dermatologist or aesthetician recommendations",3,4,3,5,2,4,2,4,5,4,1,Pharmacists,100 - 200 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply sunblock product, Take vitamins",No,Yes,Male,Bachelor's Degree,Hong Kong / Macao,7,19 - 25,Student,Dry,Yes,7,7
2026-3-23 下午02:36:35,4-6 times a week,"Cleanser, Serum, Eye Cream","Online reviews (e.g., Amazon, Sephora), In-store consultations",3,2,3,4,4,5,5,3,3,2,2,"Online Reviews, Pharmacists",100 - 200 (RMB/HKD),Large grocery store chains,"Drink enough water, Apply moisturizers",Yes,No,Female,High School or equivalent,Hong Kong / Macao,3,15 - 18,Student,the mixed type,No,7,4
2026-3-23 下午02:36:36,Daily,"Cleanser, Moisturizer, Serum, Eye Cream",Beauty blogs or magazines,5,4,4,5,4,1,2,3,4,3,3,"Friends and Acquaintances, Sales Representatives",100 - 200 (RMB/HKD),Online shopping sites,"Drink enough water, Get complete sleep",Yes,Yes,Female,Bachelor's Degree,Hong Kong / Macao,6,26 - 35,Office worker,the mixed type,Maybe,7,6
2026-3-23 下午02:36:41,2-3 times a week,Cleanser,"Online reviews (e.g., Amazon, Sephora)",5,2,5,4,2,1,2,4,3,4,1,"Dermatologists, Sales Representatives",Less than 100 (RMB/HKD),Large grocery store chains,"Drink enough water, Get complete sleep, Apply moisturizers",No,No,Male,Other,Hong Kong / Macao,7,26 - 35,Office worker,the mixed type,Maybe,8,2
2026-3-23 下午02:36:44,Daily,"Cleanser, Serum, Face Oil, Sunscreen, Eye Cream",Beauty blogs or magazines,5,2,4,4,5,5,3,3,5,3,3,"Friends and Acquaintances, Sales Representatives",100 - 200 (RMB/HKD),Online shopping sites,Apply moisturizers,Yes,Yes,Female,Other,Hong Kong / Macao,5,26 - 35,Office worker,Sensitive,Yes,7,6
2026-3-23 下午02:36:46,2-3 times a week,Cleanser,"Brand websites, Online reviews (e.g., Amazon, Sephora), In-store consultations",1,1,5,4,3,2,5,2,3,2,1,Dermatologists,Less than 100 (RMB/HKD),Online shopping sites,Apply moisturizers,Yes,No,Male,Master's Degree or higher,Hong Kong / Macao,8,26 - 35,Office worker,Sensitive,Maybe,4,6
2026-3-23 下午02:36:50,2-3 times a week,Cleanser,"Online reviews (e.g., Amazon, Sephora), Dermatologist or aesthetician recommendations",3,1,5,3,2,1,4,3,5,3,4,Online Reviews,Less than 100 (RMB/HKD),Large grocery store chains,"Get complete sleep, Apply sunblock product, Apply moisturizers",No,No,Male,Other,Hong Kong / Macao,7,26 - 35,Office worker,the mixed type,Maybe,9,4
2026-3-23 下午02:36:52,Rarely or never,Cleanser,"Brand websites, Beauty blogs or magazines",2,2,5,3,2,2,2,4,5,4,2,"Friends and Acquaintances, Online Reviews",Less than 100 (RMB/HKD),Online shopping sites,Apply moisturizers,Yes,No,Male,Master's Degree or higher,Hong Kong / Macao,6,19 - 25,Service Worker,Dry,Yes,5,7
2026-3-23 下午02:36:55,Rarely or never,Cleanser,"Online reviews (e.g., Amazon, Sephora)",4,2,5,4,3,2,5,3,3,2,4,"Dermatologists, Online Reviews",Less than 100 (RMB/HKD),Online shopping sites,Apply sunblock product,No,Yes,Male,Other,Hong Kong / Macao,7,36 - 45,Technology Industry,the mixed type,Yes,8,7
